country,year,nuts2,regionname,sum_farright,sum_eurosceptic,sum_populist,gdp_regional,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate,lag_1_gdp_regional,lag_2_gdp_regional,lag_3_gdp_regional,lag_4_gdp_regional,lag_1_econ_act_rate,lag_2_econ_act_rate,lag_3_econ_act_rate,lag_4_econ_act_rate
NA,2007,DE40,NA,NA,NA,NA,19900,67.1,38.9,3.5,7.7,46.2,44.8,43.6,63.3,14800,DE,Germany,FALSE,1.052910052910053,1.1055555555555556,1.1306818181818181,1.1916167664670658,1.0014925373134327,1.019756838905775,1.0213089802130897,1.0307219662058371
NA,2008,DE40,NA,NA,NA,NA,20700,67.2,40.8,3.7,7.8,46.9,45.5,44.3,63.4,15300,DE,Germany,FALSE,1.0402010050251256,1.0952380952380953,1.15,1.1761363636363635,1.0014903129657229,1.0029850746268658,1.021276595744681,1.0228310502283104
Germany,2009,DE40,Brandenburg,0,0,0,20100,68.1,41.8,2.8,8.1,47.5,46.2,45,62.8,15500,DE,Germany,FALSE,0.9710144927536232,1.0100502512562815,1.0634920634920635,1.1166666666666667,1.013392857142857,1.014903129657228,1.016417910447761,1.0349544072948327
NA,2010,DE40,NA,NA,NA,NA,21300,68.3,43.5,3.1,7.5,48.1,46.8,45.6,63.5,15800,DE,Germany,FALSE,1.0597014925373134,1.0289855072463767,1.07035175879397,1.126984126984127,1.0029368575624082,1.0163690476190474,1.0178837555886737,1.019402985074627
NA,2011,DE40,NA,NA,NA,NA,22100,68.9,41.6,3.5,7.2,48.8,47.6,46.3,63.6,16500,DE,Germany,FALSE,1.0375586854460095,1.099502487562189,1.067632850241546,1.1105527638190955,1.0087847730600294,1.011747430249633,1.025297619047619,1.0268256333830106
NA,2012,DE40,NA,NA,NA,NA,22500,69,43.1,3.2,6.9,49.3,48.1,46.9,63.7,16200,DE,Germany,FALSE,1.0180995475113122,1.056338028169014,1.1194029850746268,1.0869565217391304,1.0014513788098693,1.0102489019033676,1.013215859030837,1.0267857142857142
NA,2013,DE40,NA,NA,NA,NA,23000,69.1,43.5,2.9,6.4,49.9,48.7,47.5,63.8,16400,DE,Germany,FALSE,1.0222222222222221,1.0407239819004526,1.07981220657277,1.144278606965174,1.0014492753623188,1.0029027576197387,1.0117130307467057,1.014684287812041
Germany,2014,DE40,Brandenburg,0,0.08258272474818153,0.08258272474818153,24200,69.2,43.9,3.1,6.4,50.3,49.1,47.9,66.2,16800,DE,Germany,FALSE,1.0521739130434782,1.0755555555555556,1.0950226244343892,1.136150234741784,1.0014471780028944,1.0028985507246377,1.004354136429608,1.013177159590044
NA,2015,DE40,NA,NA,NA,NA,24400,69,44.8,3,6.4,50.8,49.5,48.3,65.8,16900,DE,Germany,FALSE,1.0082644628099173,1.0608695652173914,1.0844444444444445,1.1040723981900453,0.9971098265895953,0.9985528219971057,1,1.0014513788098693
NA,2016,DE40,NA,NA,NA,NA,25000,70.1,44.7,3.1,7.1,51,49.7,48.2,66.4,17500,DE,Germany,FALSE,1.0245901639344261,1.0330578512396693,1.0869565217391304,1.1111111111111112,1.0159420289855072,1.0130057803468207,1.0144717800289436,1.0159420289855072
NA,2017,DE40,NA,NA,NA,NA,26100,70.1,46.3,2.9,6.6,51.3,49.9,48.5,65.3,18300,DE,Germany,FALSE,1.044,1.069672131147541,1.078512396694215,1.1347826086956523,1,1.0159420289855072,1.0130057803468207,1.0144717800289436
NA,2018,DE40,NA,NA,NA,NA,26800,70.1,46.2,2.8,6.3,51.6,50.2,48.7,64.4,19100,DE,Germany,FALSE,1.0268199233716475,1.072,1.098360655737705,1.1074380165289257,1,1,1.0159420289855072,1.0130057803468207
Germany,2019,DE40,Brandenburg,0.195729236447702,0.195729236447702,0.195729236447702,27200,70.3,48.1,2.5,6.5,51.8,50.3,48.8,63.6,19500,DE,Germany,FALSE,1.0149253731343284,1.0421455938697317,1.088,1.1147540983606556,1.0028530670470757,1.0028530670470757,1.0028530670470757,1.018840579710145
NA,2000,DE50,NA,NA,NA,NA,29900,59.2,37.5,4.5,6.3,43.7,41.5,39.4,54.9,14400,DE,Germany,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,DE50,NA,NA,NA,NA,31400,58.6,37.4,4.6,6.4,43.9,41.7,39.8,59.3,15200,DE,Germany,FALSE,1.0501672240802675,NA,NA,NA,0.9898648648648648,NA,NA,NA
NA,2002,DE50,NA,NA,NA,NA,32400,58.2,36.5,4.2,7.1,44,41.9,40,59.9,14900,DE,Germany,FALSE,1.0318471337579618,1.0836120401337792,NA,NA,0.9931740614334471,0.9831081081081081,NA,NA
NA,2003,DE50,NA,NA,NA,NA,33900,59.7,36.9,5,7.7,44,42.1,40.2,58.6,15300,DE,Germany,FALSE,1.0462962962962963,1.0796178343949046,1.1337792642140467,NA,1.0257731958762886,1.0187713310580204,1.008445945945946,NA
Germany,2004,DE50,Bremen,0,0.03659142611038717,0.03659142611038717,34700,59.7,39.3,4.8,8.4,44.1,42.2,40.4,56.4,15200,DE,Germany,FALSE,1.0235988200589972,1.0709876543209877,1.105095541401274,1.160535117056856,1,1.0257731958762886,1.0187713310580204,1.008445945945946
NA,2005,DE50,NA,NA,NA,NA,35500,60.9,37.8,4.8,7.6,44.3,42.5,40.8,52.7,16300,DE,Germany,FALSE,1.0230547550432276,1.047197640117994,1.095679012345679,1.1305732484076434,1.0201005025125627,1.0201005025125627,1.0463917525773194,1.0392491467576792
NA,2006,DE50,NA,NA,NA,NA,37200,61.2,40.8,5.1,8.8,44.5,42.7,41.1,52.8,16600,DE,Germany,FALSE,1.047887323943662,1.0720461095100864,1.0973451327433628,1.1481481481481481,1.0049261083743843,1.0251256281407035,1.0251256281407035,1.0515463917525774
NA,2007,DE50,NA,NA,NA,NA,38800,61.9,38.8,4.8,9.6,44.7,42.9,41.4,56,17200,DE,Germany,FALSE,1.043010752688172,1.0929577464788733,1.1181556195965419,1.1445427728613569,1.011437908496732,1.0164203612479474,1.0368509212730317,1.0368509212730317
NA,2008,DE50,NA,NA,NA,NA,39500,60.7,40.7,4.6,9.8,44.9,43.3,41.8,52.3,18100,DE,Germany,FALSE,1.018041237113402,1.0618279569892473,1.1126760563380282,1.138328530259366,0.9806138933764137,0.9918300653594772,0.9967159277504106,1.016750418760469
Germany,2009,DE50,Bremen,0,0,0,35500,60.1,41.6,3.3,9,45.2,43.6,42.2,53.3,17300,DE,Germany,FALSE,0.8987341772151899,0.9149484536082474,0.9543010752688172,1,0.9901153212520593,0.9709208400646204,0.9820261437908496,0.986863711001642
NA,2010,DE50,NA,NA,NA,NA,38000,61.1,45.3,3.6,9.3,45.4,43.9,42.5,54.4,17300,DE,Germany,FALSE,1.0704225352112675,0.9620253164556962,0.979381443298969,1.021505376344086,1.016638935108153,1.0065897858319603,0.9870759289176091,0.9983660130718954
NA,2011,DE50,NA,NA,NA,NA,39500,62.8,41.7,3.2,9.3,45.6,44.1,42.6,52.2,17900,DE,Germany,FALSE,1.0394736842105263,1.1126760563380282,1,1.018041237113402,1.027823240589198,1.0449251247920133,1.0345963756177923,1.0145395799676897
NA,2012,DE50,NA,NA,NA,NA,40900,63.1,43.7,3.5,10.8,45.9,44.4,42.9,52.9,18000,DE,Germany,FALSE,1.0354430379746835,1.0763157894736841,1.152112676056338,1.0354430379746835,1.0047770700636944,1.032733224222586,1.0499168053244592,1.0395387149917628
NA,2013,DE50,NA,NA,NA,NA,40900,62.6,43.4,3.3,9.8,46.1,44.6,43.1,53.6,17800,DE,Germany,FALSE,1,1.0354430379746835,1.0763157894736841,1.152112676056338,0.9920760697305864,0.9968152866242039,1.0245499181669395,1.0415973377703827
Germany,2014,DE50,Bremen,0,0.05745299417009778,0.05745299417009778,42100,63.5,43.8,3.6,8.7,46.2,44.7,43.1,54,18000,DE,Germany,FALSE,1.0293398533007334,1.0293398533007334,1.0658227848101265,1.1078947368421053,1.0143769968051117,1.006339144215531,1.0111464968152866,1.039279869067103
NA,2015,DE50,NA,NA,NA,NA,42300,62.8,43.9,3,8.4,46.4,44.7,43,52.4,18000,DE,Germany,FALSE,1.004750593824228,1.0342298288508558,1.0342298288508558,1.070886075949367,0.9889763779527558,1.0031948881789137,0.9952456418383517,1
NA,2016,DE50,NA,NA,NA,NA,42900,67.2,45.8,3.5,10.1,46.2,44.4,42.4,54,18200,DE,Germany,FALSE,1.0141843971631206,1.0190023752969122,1.0488997555012225,1.0488997555012225,1.070063694267516,1.058267716535433,1.073482428115016,1.0649762282091917
NA,2017,DE50,NA,NA,NA,NA,43900,66.7,47.6,3.6,9.8,46.1,44,41.9,53.5,18900,DE,Germany,FALSE,1.0233100233100234,1.037825059101655,1.0427553444180522,1.0733496332518337,0.9925595238095238,1.0621019108280256,1.0503937007874016,1.0654952076677318
NA,2018,DE50,NA,NA,NA,NA,44500,66.9,47.6,3.5,10.2,46,43.9,41.8,52.8,19800,DE,Germany,FALSE,1.0136674259681093,1.0372960372960374,1.0520094562647755,1.0570071258907363,1.0029985007496252,0.9955357142857143,1.0652866242038217,1.0535433070866143
Germany,2019,DE50,Bremen,0.07577112731911964,0.07577112731911964,0.07577112731911964,44600,68.3,48.2,3.7,10.3,45.9,43.7,41.7,51.6,19800,DE,Germany,FALSE,1.002247191011236,1.0159453302961277,1.0396270396270397,1.0543735224586288,1.020926756352765,1.0239880059970015,1.0163690476190474,1.0875796178343948
NA,2000,DE60,NA,NA,NA,NA,41000,64.4,45.9,5.3,8.5,41.8,39.7,38,55.7,16200,DE,Germany,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,DE60,NA,NA,NA,NA,43500,64.6,47.2,5.5,7.5,41.7,39.8,38.2,55.6,17200,DE,Germany,FALSE,1.0609756097560976,NA,NA,NA,1.0031055900621115,NA,NA,NA
NA,2002,DE60,NA,NA,NA,NA,44300,63,45.5,5.7,6.8,41.7,39.9,38.4,57,17000,DE,Germany,FALSE,1.0183908045977013,1.0804878048780489,NA,NA,0.9752321981424149,0.9782608695652173,NA,NA
NA,2003,DE60,NA,NA,NA,NA,45500,63.8,46.8,5.6,7.9,41.7,40,38.7,55.4,18500,DE,Germany,FALSE,1.0270880361173815,1.0459770114942528,1.1097560975609757,NA,1.0126984126984127,0.9876160990712075,0.9906832298136644,NA
Germany,2004,DE60,Hamburg,0,0.02768250000582936,0.02768250000582936,47500,63.5,44.7,5.4,8.3,41.8,40.3,39,54.8,18500,DE,Germany,FALSE,1.043956043956044,1.072234762979684,1.0919540229885059,1.1585365853658536,0.9952978056426333,1.007936507936508,0.9829721362229104,0.9860248447204968
NA,2005,DE60,NA,NA,NA,NA,48600,65.1,46.8,5.9,9.6,41.8,40.5,39.3,55.5,19700,DE,Germany,FALSE,1.023157894736842,1.0681318681318681,1.0970654627539504,1.1172413793103448,1.0251968503937008,1.0203761755485894,1.0333333333333332,1.0077399380804954
